alias,categary_alias,categary_title,latitude,longitude,display_phone,,image_url,,location.address1,location.city,name,phone,price,rating,url
coqueta-san-francisco,spanish,Spanish,37.7984672,-122.3966163,(415) 704-8866,,https://s3-media2.fl.yelpcdn.com/bphoto/mk0iWboSkesnrneGqklt9A/o.jpg,,The Embarcadero,San Francisco,Coqueta,14157048866,$$$,4,https://www.yelp.com/biz/coqueta-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
ebisu-san-francisco,sushi,Japanese,37.76445472,-122.466417,(415) 566-1770,,https://s3-media3.fl.yelpcdn.com/bphoto/LBXwE1lTAB58073vOlMONA/o.jpg,,1283 9th Ave,San Francisco,Ebisu,14155661770,$$,4,https://www.yelp.com/biz/ebisu-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
zuni-café-san-francisco-3,italian,Italian,37.7734826,-122.4216396,(415) 552-2522,,https://s3-media2.fl.yelpcdn.com/bphoto/J9D47Cx0N-JsC5jq5K2Ljw/o.jpg,,1658 Market St,San Francisco,Zuni Café,14155522522,$$$,4,https://www.yelp.com/biz/zuni-caf%C3%A9-san-francisco-3?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
acme-bread-company-san-francisco-2,bakeries,Bakeries,37.79575246,-122.3936471,(415) 288-2978,,https://s3-media1.fl.yelpcdn.com/bphoto/IAAZoA19xvcjK0frngB1sg/o.jpg,,1 Ferry Bldg,San Francisco,Acme Bread Company,14152882978,$,4.5,https://www.yelp.com/biz/acme-bread-company-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
blue-bottle-coffee-san-francisco-10,coffee,Drinks,37.79604481,-122.39381,(510) 653-3394,,https://s3-media1.fl.yelpcdn.com/bphoto/Mrk3g0YcMN25gakI3PaLiQ/o.jpg,,1 Ferry Building,San Francisco,Blue Bottle Coffee,15106533394,$,4,https://www.yelp.com/biz/blue-bottle-coffee-san-francisco-10?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
hillstone-san-francisco-4,newamerican,American,37.8057126,-122.4052805,(415) 392-9280,,https://s3-media4.fl.yelpcdn.com/bphoto/3hJ6yHzKFifGe2J32oiE0A/o.jpg,,1800 Montgomery St,San Francisco,Hillstone,14153929280,$$$,4,https://www.yelp.com/biz/hillstone-san-francisco-4?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
quince-san-francisco,french,French,37.7975,-122.40336,(415) 775-8500,,https://s3-media3.fl.yelpcdn.com/bphoto/lVJ0BDM3aLA5C02FLpdCEA/o.jpg,,470 Pacific Ave,San Francisco,Quince,14157758500,$$$$,4,https://www.yelp.com/biz/quince-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
the-view-lounge-san-francisco,lounges,Bars,37.78536627,-122.4043559,(415) 896-1600,,https://s3-media2.fl.yelpcdn.com/bphoto/pfRrawoQTszGUue7H07w-A/o.jpg,,780 Mission Street,San Francisco,The View Lounge,14158961600,$$,4,https://www.yelp.com/biz/the-view-lounge-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
el-techo-san-francisco,latin,Latin American,37.75663073,-122.4190983,(415) 550-6970,,https://s3-media1.fl.yelpcdn.com/bphoto/YZZvDAXqRriZ4eWS6KIg1g/o.jpg,,2516 Mission St,San Francisco,El Techo,14155506970,$$,4,https://www.yelp.com/biz/el-techo-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
frascati-san-francisco,newamerican,American,37.79835892,-122.4191055,(415) 928-1406,,https://s3-media3.fl.yelpcdn.com/bphoto/NlTLpp0S10Ci-SDQgf0UNw/o.jpg,,1901 Hyde St,San Francisco,Frascati,14159281406,$$$,4.5,https://www.yelp.com/biz/frascati-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
pancho-villa-taqueria-san-francisco,mexican,Mexican,37.7648138,-122.4212461,(415) 864-8840,,https://s3-media3.fl.yelpcdn.com/bphoto/O2SSf_9ES8CsH5lnXvGT-Q/o.jpg,,3071 16th St,San Francisco,Pancho Villa Taqueria,14158648840,$,4,https://www.yelp.com/biz/pancho-villa-taqueria-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
the-bird-san-francisco,chickenshop,Others,37.78724,-122.39995,(415) 872-9825,,https://s3-media1.fl.yelpcdn.com/bphoto/swsVh8zitzh6gipKB4zaUA/o.jpg,,115 New Montgomery St,San Francisco,The Bird,14158729825,$,4,https://www.yelp.com/biz/the-bird-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
blue-plate-san-francisco,tradamerican,American,37.74523,-122.42033,(415) 282-6777,,https://s3-media2.fl.yelpcdn.com/bphoto/5iaI4aBsGYRaaRE1V4e8-w/o.jpg,,3218 Mission St,San Francisco,Blue Plate,14152826777,$$$,4,https://www.yelp.com/biz/blue-plate-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
blackwood-san-francisco-3,thai,Thai,37.800591,-122.438832,(415) 931-9663,,https://s3-media1.fl.yelpcdn.com/bphoto/iGFbolyCPXaFaHhLNql88Q/o.jpg,,2150 Chestnut St,San Francisco,Blackwood,14159319663,$$,4,https://www.yelp.com/biz/blackwood-san-francisco-3?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
pizzetta-211-san-francisco,pizza,Pizza,37.783684,-122.482974,(415) 379-9880,,https://s3-media2.fl.yelpcdn.com/bphoto/1uWcAal9dbi2iOvULeLI4w/o.jpg,,211 23rd Ave,San Francisco,Pizzetta 211,14153799880,$$,4.5,https://www.yelp.com/biz/pizzetta-211-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
tuba-authentic-turkish-restaurant-san-francisco,mediterranean,Mediterranean,37.7548912,-122.4228895,(415) 826-8822,,https://s3-media2.fl.yelpcdn.com/bphoto/tglhXFpXHEym_CKoj6v_CQ/o.jpg,,1007 Guerrero St,San Francisco,Tuba Authentic Turkish Restaurant,14158268822,$$,4.5,https://www.yelp.com/biz/tuba-authentic-turkish-restaurant-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
hakkasan-san-francisco-2,newamerican,American,37.78771,-122.40385,(415) 829-8148,,https://s3-media2.fl.yelpcdn.com/bphoto/NEDgv2eNNlJ5-VhN5zu9ZA/o.jpg,,1 Kearny St,San Francisco,Hakkasan,14158298148,$$$,4,https://www.yelp.com/biz/hakkasan-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
tadu-ethiopian-kitchen-san-francisco-3,ethiopian,Ethiopian,37.7848298,-122.4142271,(415) 409-6649,,https://s3-media2.fl.yelpcdn.com/bphoto/pUg-HAc0dCxV4iORG8NJZA/o.jpg,,484 Ellis St,San Francisco,Tadu Ethiopian Kitchen,14154096649,$$,4.5,https://www.yelp.com/biz/tadu-ethiopian-kitchen-san-francisco-3?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
farm-table-san-francisco,coffee,Drinks,37.78764766,-122.4140769,(415) 300-5652,,https://s3-media3.fl.yelpcdn.com/bphoto/SdBbyNaFbyo-Eht2K24FKQ/o.jpg,,754 Post St,San Francisco,Farm : Table,14153005652,$$,4,https://www.yelp.com/biz/farm-table-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
leopolds-san-francisco-2,german,German,37.79892,-122.42207,(415) 474-2000,,https://s3-media3.fl.yelpcdn.com/bphoto/KieulF5MOZ3rUS7WpeRJ_A/o.jpg,,2400 Polk St,San Francisco,Leopold's,14154742000,$$,4.5,https://www.yelp.com/biz/leopolds-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
roka-akor-san-francisco-san-francisco-4,steak,Steakhouses,37.79653914,-122.4038505,(415) 362-8887,,https://s3-media4.fl.yelpcdn.com/bphoto/AAncYrJqBI7kXTKL87DNTA/o.jpg,,801 Montgomery St,San Francisco,Roka Akor - San Francisco,14153628887,$$$$,4,https://www.yelp.com/biz/roka-akor-san-francisco-san-francisco-4?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
tadich-grill-san-francisco,seafood,Seafood,37.79343156,-122.3994682,(415) 391-1849,,https://s3-media2.fl.yelpcdn.com/bphoto/8LAVB6uYldQfoQ2Qe3Eiww/o.jpg,,240 California St,San Francisco,Tadich Grill,14153911849,$$$,4,https://www.yelp.com/biz/tadich-grill-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
salt-and-straw-san-francisco-4,icecream,Desserts,37.78993,-122.43432,(415) 829-2803,,https://s3-media3.fl.yelpcdn.com/bphoto/gfAnMlW9ZvrwVcs6W-IpPQ/o.jpg,,2201 Fillmore St,San Francisco,Salt & Straw,14158292803,$$,4.5,https://www.yelp.com/biz/salt-and-straw-san-francisco-4?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
thorough-bread-and-pastry-san-francisco,cakeshop,Bakeries,37.76651238,-122.4290349,(415) 558-0690,,https://s3-media2.fl.yelpcdn.com/bphoto/qE7J_F4aY0SqHJx9sMcX6Q/o.jpg,,248 Church St,San Francisco,Thorough Bread & Pastry,14155580690,$,4.5,https://www.yelp.com/biz/thorough-bread-and-pastry-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
perbacco-san-francisco,italian,Italian,37.79345438,-122.3993366,(415) 955-0663,,https://s3-media4.fl.yelpcdn.com/bphoto/lapn3pRVT-73jKQeiYcy7w/o.jpg,,230 California St,San Francisco,Perbacco,14159550663,$$$,4,https://www.yelp.com/biz/perbacco-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
la-mediterranee-san-francisco-8,mideastern,Middle Eastern,37.7900665,-122.4338783,(415) 921-2956,,https://s3-media2.fl.yelpcdn.com/bphoto/yPEtwC3g87-gOjcaYKZixw/o.jpg,,2210 Fillmore St,San Francisco,La Mediterranee,14159212956,$$,4,https://www.yelp.com/biz/la-mediterranee-san-francisco-8?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
roam-artisan-burgers-san-francisco,burgers,Fast Food,37.79793151,-122.428534,(415) 440-7626,,https://s3-media2.fl.yelpcdn.com/bphoto/pizB4DcR0X2JC-hw2h2BxA/o.jpg,,1785 Union St,San Francisco,Roam Artisan Burgers,14154407626,$$,4,https://www.yelp.com/biz/roam-artisan-burgers-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
akikos-restaurant-san-francisco,sushi,Japanese,37.790582,-122.404653,(415) 397-3218,,https://s3-media2.fl.yelpcdn.com/bphoto/XJBfe68tQbZeueKmOgYJIw/o.jpg,,431 Bush St,San Francisco,Akiko's Restaurant,14153973218,$$$,4,https://www.yelp.com/biz/akikos-restaurant-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
parada-22-san-francisco,latin,Latin American,37.76929678,-122.4520651,(415) 750-1111,,https://s3-media2.fl.yelpcdn.com/bphoto/hJse8ZTnvFVyyJiTr-4R1g/o.jpg,,1805 Haight St,San Francisco,Parada 22,14157501111,$$,4,https://www.yelp.com/biz/parada-22-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
hogwash-san-francisco,gastropubs,Gastropubs,37.7891754,-122.4099292,(415) 361-5500,,https://s3-media4.fl.yelpcdn.com/bphoto/_NOkpA8lzI6pohNf_MBlag/o.jpg,,582 Sutter St,San Francisco,Hogwash,14153615500,$$,4.5,https://www.yelp.com/biz/hogwash-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
waterbar-san-francisco,seafood,Seafood,37.7900429,-122.3886065,(415) 284-9922,,https://s3-media3.fl.yelpcdn.com/bphoto/gtAwAYu1mJ2rZ_WgGavJEg/o.jpg,,399 The Embarcadero,San Francisco,Waterbar,14152849922,$$$,3.5,https://www.yelp.com/biz/waterbar-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
xox-truffles-san-francisco,chocolate,Desserts,37.80175,-122.41206,(415) 421-4814,,https://s3-media1.fl.yelpcdn.com/bphoto/IxBq38M_i7h3zUMjxDvvng/o.jpg,,754 Columbus Ave,San Francisco,XOX Truffles,14154214814,$,4.5,https://www.yelp.com/biz/xox-truffles-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
wonderful-dessert-and-cafe-san-francisco-2,candy,Desserts,37.7633253,-122.4798778,(415) 731-6889,,https://s3-media4.fl.yelpcdn.com/bphoto/hfovRlvu1zKzb03ym4I-eQ/o.jpg,,2035 Irving St,San Francisco,Wonderful Dessert & Cafe,14157316889,$,4,https://www.yelp.com/biz/wonderful-dessert-and-cafe-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
humphry-slocombe-ice-cream-san-francisco-4,icecream,Desserts,37.795692,-122.393693,(415) 550-6971,,https://s3-media3.fl.yelpcdn.com/bphoto/vR4EcMUNO2z5MeN3A73NbQ/o.jpg,,1 Ferry Bldg,San Francisco,Humphry Slocombe Ice Cream,14155506971,$,4.5,https://www.yelp.com/biz/humphry-slocombe-ice-cream-san-francisco-4?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
arts-cafe-san-francisco,diners,Diners,37.763926,-122.4657578,(415) 665-7440,,https://s3-media1.fl.yelpcdn.com/bphoto/6NUHKMfLqoj2Pkw3jfHFag/o.jpg,,747 Irving St,San Francisco,Art's Cafe,14156657440,$,4,https://www.yelp.com/biz/arts-cafe-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
koo-san-francisco,japanese,Japanese,37.76435855,-122.4624383,(415) 731-7077,,https://s3-media4.fl.yelpcdn.com/bphoto/DksWzDlavC9OqqMFHWwroQ/o.jpg,,408 Irving St,San Francisco,Koo,14157317077,$$$,4,https://www.yelp.com/biz/koo-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
il-casaro-pizzeria-and-mozzarella-bar-san-francisco,italian,Italian,37.79852,-122.40739,(415) 677-9455,,https://s3-media2.fl.yelpcdn.com/bphoto/8CVi_QO8z1SS-ccAwmTNig/o.jpg,,348 Columbus Ave,San Francisco,Il Casaro Pizzeria & Mozzarella Bar,14156779455,$$,4.5,https://www.yelp.com/biz/il-casaro-pizzeria-and-mozzarella-bar-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
bix-san-francisco,tradamerican,American,37.79686,-122.40291,(415) 433-6300,,https://s3-media2.fl.yelpcdn.com/bphoto/-cuqyxkyxKjh2P4E4uRnLA/o.jpg,,56 Gold St,San Francisco,BIX,14154336300,$$$,4,https://www.yelp.com/biz/bix-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
u-dessert-story-san-francisco-5,desserts,Desserts,37.76426421,-122.4305173,(415) 796-3633,,https://s3-media1.fl.yelpcdn.com/bphoto/oIKjCCMQ4vcHdNyO9CZxVQ/o.jpg,,3489 16th St,San Francisco,U :Dessert Story,14157963633,$$,4,https://www.yelp.com/biz/u-dessert-story-san-francisco-5?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
rustys-southern-san-francisco,southern,Southern,37.7844,-122.41855,(415) 638-6974,,https://s3-media4.fl.yelpcdn.com/bphoto/-jcEWXctK9zkZnKxtwpxQw/o.jpg,,750 Ellis St,San Francisco,Rusty's Southern,14156386974,$$,4.5,https://www.yelp.com/biz/rustys-southern-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
the-alembic-san-francisco,bars,Bars,37.769371,-122.451176,(415) 666-0822,,https://s3-media2.fl.yelpcdn.com/bphoto/wapDPGGbJBMTzSG8PmCMPg/o.jpg,,1725 Haight St,San Francisco,The Alembic,14156660822,$$,4,https://www.yelp.com/biz/the-alembic-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
matcha-café-maiko-san-francisco-3,coffee,Drinks,37.785051,-122.432095,(415) 757-0919,,https://s3-media2.fl.yelpcdn.com/bphoto/OggJgIXun4eqnSwCx4ZgHw/o.jpg,,1581 Webster St,San Francisco,Matcha Café Maiko,14157570919,$,4.5,https://www.yelp.com/biz/matcha-caf%C3%A9-maiko-san-francisco-3?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
souvla-san-francisco,greek,Greek,37.77643,-122.425,(415) 400-5458,,https://s3-media3.fl.yelpcdn.com/bphoto/byJ9CQAo1HUWOX9h9uACJg/o.jpg,,517 Hayes St,San Francisco,Souvla,14154005458,$$,4,https://www.yelp.com/biz/souvla-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
amélie-san-francisco-2,wine_bars,Bars,37.79312009,-122.4209065,(415) 292-6916,,https://s3-media1.fl.yelpcdn.com/bphoto/3F981uQFe5lDXJRVeaRAQw/o.jpg,,1754 Polk St,San Francisco,Amélie,14152926916,$$,4,https://www.yelp.com/biz/am%C3%A9lie-san-francisco-2?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
sushi-zone-san-francisco,sushi,Japanese,37.77116513,-122.4239152,(415) 621-1114,,https://s3-media1.fl.yelpcdn.com/bphoto/B5QNqpoJW0DQh5yuOvKhew/o.jpg,,1815 Market St,San Francisco,Sushi Zone,14156211114,$$,4,https://www.yelp.com/biz/sushi-zone-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
dynamo-donut-and-coffee-san-francisco-4,coffee,Drinks,37.752971,-122.407676,(415) 920-1978,,https://s3-media2.fl.yelpcdn.com/bphoto/6Tom40-a-XIVOn5dO3a7Wg/o.jpg,,2760 24th St,San Francisco,Dynamo Donut & Coffee,14159201978,$,4,https://www.yelp.com/biz/dynamo-donut-and-coffee-san-francisco-4?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
cafe-claude-san-francisco,french,French,37.79032095,-122.4045239,(415) 392-3505,,https://s3-media4.fl.yelpcdn.com/bphoto/NrXzAaL_i76fdFZ6Qtbn-g/o.jpg,,7 Claude Ln,San Francisco,Cafe Claude,14153923505,$$$,4,https://www.yelp.com/biz/cafe-claude-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
limón-rotisserie-san-francisco-4,peruvian,Peruvian,37.76441574,-122.4221344,(415) 252-0918,,https://s3-media3.fl.yelpcdn.com/bphoto/0v5jXR1tXrOaP7aWvd8FHw/o.jpg,,524 Valencia St,San Francisco,Limón Rotisserie,14152520918,$$,3.5,https://www.yelp.com/biz/lim%C3%B3n-rotisserie-san-francisco-4?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
yummy-yummy-san-francisco,vietnamese,Vietnamese,37.76368,-122.46879,(415) 566-4722,,https://s3-media2.fl.yelpcdn.com/bphoto/DV5FIuWqGrBqSLOdVLnbrg/o.jpg,,1015 Irving St,San Francisco,Yummy Yummy,14155664722,$$,4,https://www.yelp.com/biz/yummy-yummy-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
izakaya-sozai-san-francisco,ramen,Japanese,37.763879,-122.47413,(415) 742-5122,,https://s3-media1.fl.yelpcdn.com/bphoto/04zZBEjVU_nWbvhChdNggQ/o.jpg,,1500 Irving St,San Francisco,Izakaya Sozai,14157425122,$$,4,https://www.yelp.com/biz/izakaya-sozai-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
cuisine-of-nepal-san-francisco,himalayan,Himalayan/Nepalese,37.74097,-122.42318,(415) 647-2222,,https://s3-media4.fl.yelpcdn.com/bphoto/Ps6UvrXCnzj3UJT1f1372w/o.jpg,,3486 Mission St,San Francisco,Cuisine of Nepal,14156472222,$$,4.5,https://www.yelp.com/biz/cuisine-of-nepal-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
straw-san-francisco,newamerican,American,37.774056,-122.424198,(415) 431-3663,,https://s3-media4.fl.yelpcdn.com/bphoto/gZDB5C6Sa83Kigk7bEzaNw/o.jpg,,203 Octavia Blvd,San Francisco,Straw,14154313663,$$,4,https://www.yelp.com/biz/straw-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
park-tavern-san-francisco,newamerican,American,37.80113,-122.409,(415) 989-7300,,https://s3-media2.fl.yelpcdn.com/bphoto/ji7pqmMxlp-eY1jHDOL0aw/o.jpg,,1652 Stockton St,San Francisco,Park Tavern,14159897300,$$$,4,https://www.yelp.com/biz/park-tavern-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
colibri-mexican-bistro-san-francisco,mexican,Mexican,37.78716065,-122.4106367,(415) 440-2737,,https://s3-media4.fl.yelpcdn.com/bphoto/wHPg49sAHaFeXk932gpF_Q/o.jpg,,438 Geary St,San Francisco,Colibri Mexican Bistro,14154402737,$$,4,https://www.yelp.com/biz/colibri-mexican-bistro-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
katana-ya-san-francisco,sushi,Japanese,37.78726,-122.41037,(415) 771-1281,,https://s3-media2.fl.yelpcdn.com/bphoto/bhoVHaSlbwp2FrGVpQrnMQ/o.jpg,,422 Geary St,San Francisco,Katana-Ya,14157711281,$$,3.5,https://www.yelp.com/biz/katana-ya-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
trestle-san-francisco,newamerican,American,37.796127,-122.404495,(415) 772-0922,,https://s3-media3.fl.yelpcdn.com/bphoto/U1d1un8clsX7lsjYXAWuzQ/o.jpg,,531 Jackson St,San Francisco,Trestle,14157720922,$$$,4.5,https://www.yelp.com/biz/trestle-san-francisco?adjust_creative=9xCdyIxzfV6J-Out6XR2FA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=9xCdyIxzfV6J-Out6XR2FA
